Car_ReferenceID,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
5092,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,25,18,190,40900
5093,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,27,19,190,39250
5094,Infiniti,G Coupe,2012,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190,44200
5095,Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190,45500
5096,Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,25,18,190,42050
5097,Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,27,19,190,40400
5098,Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,27,19,190,53100
5099,Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,17,190,51200
5100,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,41550
5101,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,44150
5102,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,39950
5103,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,35800
5104,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,37400
5105,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,32000
5106,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,17,190,40200
5107,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,19,190,35000
5108,Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,33400
5109,Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,44750
5110,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,41500
5111,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,36900
5112,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,33100
5113,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,18,190,38500
5114,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,41850
5115,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,46050
5116,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,27,19,190,45450
5117,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,19,190,36100
5118,Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,27,19,190,40250
5119,Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,34500
5120,Infiniti,G Sedan,2013,premium unleaded (required),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,37150
5121,Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,34550
5122,Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,32950
5123,Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,2251
5124,Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,2449
5125,Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,20,190,22195
5126,Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395
5127,Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,20,190,24895
5128,Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,24095
5129,Infiniti,G20,2002,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,23,20,190,22195
5130,Infiniti,G20,2002,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395
5131,Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,22,16,190,33250
5132,Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,17,190,33800
5133,Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,33200
5134,Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,31450
5135,Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,190,31200
5136,Infiniti,G35,2007,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,190,33450
5137,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,190,33450
5138,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,17,190,33950
5139,Infiniti,G35,2007,premium unleaded (required),293,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,34050
5140,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,31900
5141,Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,31450
5142,Infiniti,G35,2007,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,32250
5143,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,32250
5144,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,34750
5145,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,190,32700
5146,Infiniti,G35,2008,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,33050
5147,Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,24,16,190,46950
5148,Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,190,54900
5149,Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,190,44350
5150,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,27,19,190,37500
5151,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,27,19,190,36050
5152,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,25,18,190,39150
5153,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,27,19,190,50550
5154,Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190,40400
5155,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,27,19,190,43350
5156,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,27,19,190,33250
5157,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,36050
5158,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,43550
5159,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,37000
5160,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,34450
5161,Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,18,190,35650
5162,Infiniti,G37,2008,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,26,17,190,36200
5163,Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,18,190,34900
5164,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,18,190,33700
5165,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,26,18,190,33250
5166,Infiniti,G37,2009,premium unleaded (required),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,34250
5167,Infiniti,G37,2009,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,190,43850
5168,Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,35750
5169,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,25,18,190,38700
5170,Infiniti,G37,2009,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190,37000
5171,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,26,18,190,35900
5172,Infiniti,G37,2009,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,24,16,190,43900
5173,Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,26,18,190,36650
5174,Pontiac,G3,2009,regular unleaded,106,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,210,14335
5175,Pontiac,G5,2007,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,210,14775
5176,Pontiac,G5,2007,regular unleaded,173,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,210,18425
5177,Pontiac,G5,2008,regular unleaded,171,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,19850
5178,Pontiac,G5,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,210,15675
5179,Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,210,16980
5180,Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,25,210,20280
5181,Pontiac,G6,2008,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,30210
5182,Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,26755
5183,Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,23100
5184,Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,26960
5185,Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,18765
5186,Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,20290
5187,Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,23100
5188,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,28580
5189,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,19275
5190,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,24180
5191,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,28960
5192,Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,26,17,210,24710
5193,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,33,22,210,22220
5194,Pontiac,G6,2009,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,32300
5195,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,20490
5196,Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,22,210,21165
5197,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,29060
5198,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,24080
5199,Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,28480
5200,Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,26,17,210,24610
5201,Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,31870
5202,Pontiac,G6,2010,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,21275
5203,Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,21,41400
5204,Genesis,G80,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,21,54550
5205,Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,21,43900
5206,Pontiac,G8,2008,regular unleaded,361,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,24,15,210,29310
5207,Pontiac,G8,2008,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,25,17,210,26910
5208,Pontiac,G8,2009,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,24,15,210,31755
5209,Pontiac,G8,2009,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,25,17,210,28250
5210,Pontiac,G8,2009,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,20,13,210,37610
5211,Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,21599
5212,Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,23999
5213,Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,21599
5214,Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,23999
5215,Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,21899
5216,Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,24299
5217,Lamborghini,Gallardo,2012,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,12,1158,248000
5218,Lamborghini,Gallardo,2012,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,12,1158,225400
5219,Lamborghini,Gallardo,2012,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,187900
5220,Lamborghini,Gallardo,2012,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,12,1158,237600
5221,Lamborghini,Gallardo,2012,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,13,1158,191900
5222,Lamborghini,Gallardo,2012,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,202000
5223,Lamborghini,Gallardo,2013,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,13,1158,202000
5224,Lamborghini,Gallardo,2013,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,13,1158,225400
5225,Lamborghini,Gallardo,2013,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,13,1158,248000
5226,Lamborghini,Gallardo,2013,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,191900
5227,Lamborghini,Gallardo,2013,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,237600
5228,Lamborghini,Gallardo,2013,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,12,1158,209500
5229,Lamborghini,Gallardo,2014,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,12,1158,209500
5230,Lamborghini,Gallardo,2014,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,14,1158,191900
5231,Lamborghini,Gallardo,2014,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,13,1158,251600
5232,Lamborghini,Gallardo,2014,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,191900
5233,Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,15,1158,198900
5234,Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,256300
5235,Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,13,1158,202000
5236,Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,241200
5237,Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,14,1158,251600
5238,Lamborghini,Gallardo,2014,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,241200
5239,Lamborghini,Gallardo,2014,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,14,1158,202000
5240,Lamborghini,Gallardo,2014,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,13,1158,225400
5241,Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,13,1158,225400
5242,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,29350
5243,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,32150
5244,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Coupe,27,17,1439,26350
5245,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,32150
5246,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,34600
5247,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Coupe,27,17,1439,29300
5248,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,33400
5249,Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,27,19,1439,27200
5250,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,27950
5251,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,26750
5252,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,34600
5253,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,33400
5254,Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,29500
5255,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,17,1439,26950
5256,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,34950
5257,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,28150
5258,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,17,1439,29900
5259,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,17,1439,33750
5260,Hyundai,Genesis,2014,regular unleaded,333,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,27,18,1439,35200
5261,Hyundai,Genesis,2014,premium unleaded (recommended),429,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,23,15,1439,47400
5262,Hyundai,Genesis,2015,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,1439,51500
5263,Hyundai,Genesis,2015,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,18,1439,38000
5264,Hyundai,Genesis,2015,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,1439,40500
5265,Hyundai,Genesis,2016,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,1439,41250
5266,Hyundai,Genesis,2016,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,18,1439,38750
5267,Hyundai,Genesis,2016,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,1439,53850
5268,Maserati,Ghibli,2015,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,77900
5269,Maserati,Ghibli,2015,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,69800
5270,Maserati,Ghibli,2016,premium unleaded (required),404,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,16,238,76050
5271,Maserati,Ghibli,2016,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,17,238,70600
5272,Maserati,Ghibli,2016,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,16,238,78550
5273,Maserati,Ghibli,2017,premium unleaded (required),404,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,16,238,77200
